36973.0,218,4
387,5,192,101,0,234,148,96
388,0,-1,-1,-1,-1,-1,-1
389,0,-1,-1,-1,-1,-1,-1
390,0,-1,-1,-1,-1,-1,-1
391,0,-1,-1,-1,-1,-1,-1
392,2,47,255,103,134,318,143
393,5,195,265,213,239,312,278
394,4,0,194,0,109,284,81
395,0,-1,-1,-1,-1,-1,-1
396,0,-1,-1,-1,-1,-1,-1
397,0,-1,-1,-1,-1,-1,-1
398,2,98,0,0,150,103,85
399,1,136,133,0,181,177,89
400,0,-1,-1,-1,-1,-1,-1
