38949.0,13456,188,103 
P-84,NONE,-1,-1,-1,-1,-1,-1
P-85,U-4,57,181,115,104,249,159
P-86,U-3,90,109,195,155,172,236
P-87,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-92,U-4,0,0,57,58,58,122
P-93,U-4,116,248,0,204,316,92
P-94,U-6,0,84,215,67,182,281
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-97,U-4,187,121,0,240,174,93
P-98,NONE,-1,-1,-1,-1,-1,-1
P-99,NONE,-1,-1,-1,-1,-1,-1
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-102,U-4,116,170,95,186,276,159
P-103,U-5,54,198,176,98,276,278
P-104,NONE,-1,-1,-1,-1,-1,-1
P-105,U-5,88,96,0,168,191,103
P-106,U-6,0,251,0,90,305,92
P-107,U-1,0,0,0,99,100,100
P-108,NONE,-1,-1,-1,-1,-1,-1
P-109,U-5,88,96,239,186,175,283
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-112,U-3,0,145,0,63,224,67
P-113,NONE,-1,-1,-1,-1,-1,-1
P-114,U-2,106,88,0,186,181,104
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,U-2,0,0,0,106,109,83
P-117,U-4,64,0,0,116,49,65
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-120,U-4,196,0,95,244,91,169
P-121,U-2,0,153,0,79,261,80
P-122,NONE,-1,-1,-1,-1,-1,-1
P-123,U-4,199,106,95,242,168,135
P-124,U-6,169,204,63,223,308,135
P-125,U-5,163,198,110,231,283,201
P-126,U-3,148,0,94,233,64,154
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U-6,96,0,96,206,59,181
P-130,U-6,0,260,245,78,305,285
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U-5,100,198,110,163,307,201
P-134,U-5,109,0,95,189,88,192
P-135,U-4,116,191,171,224,257,216
P-136,U-3,185,71,0,232,137,102
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U-6,0,0,0,96,84,75
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,NONE,-1,-1,-1,-1,-1,-1
P-142,U-6,0,0,75,92,74,158
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,U-5,168,96,0,243,202,79
P-146,NONE,-1,-1,-1,-1,-1,-1
P-147,U-3,0,272,171,65,318,226
P-148,U-3,0,109,105,67,209,154
P-149,NONE,-1,-1,-1,-1,-1,-1
P-150,U-6,96,276,0,150,318,58
P-151,NONE,-1,-1,-1,-1,-1,-1
P-152,NONE,-1,-1,-1,-1,-1,-1
P-153,NONE,-1,-1,-1,-1,-1,-1
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,NONE,-1,-1,-1,-1,-1,-1
P-156,U-1,52,189,0,99,262,110
P-157,U-5,0,110,220,88,198,274
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-162,U-3,0,0,174,46,104,239
P-163,U-5,191,0,0,240,83,83
P-164,U-1,99,277,0,201,317,87
P-165,U-5,88,0,0,191,96,93
P-166,U-1,99,0,0,183,62,103
P-167,U-1,171,129,0,218,179,100
P-168,U-6,160,0,0,228,87,88
P-169,U-4,0,0,122,48,87,216
P-170,U-2,106,88,104,206,169,148
P-171,U-4,57,257,64,107,312,157
P-172,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,U-1,99,207,103,206,308,150
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-177,U-5,54,276,176,98,317,275
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,NONE,-1,-1,-1,-1,-1,-1
P-180,U-3,105,71,0,185,142,59
P-181,U-3,0,71,48,98,129,105
P-182,NONE,-1,-1,-1,-1,-1,-1
P-183,U-6,96,204,151,201,276,208
P-184,NONE,-1,-1,-1,-1,-1,-1
P-185,U-4,64,0,136,106,67,236
P-186,NONE,-1,-1,-1,-1,-1,-1
P-187,U-5,189,0,95,243,84,173
P-188,U-3,105,230,181,191,281,232
P-189,NONE,-1,-1,-1,-1,-1,-1
P-190,U-1,99,106,103,207,207,155
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,NONE,-1,-1,-1,-1,-1,-1
P-199,U-3,165,142,0,223,209,73
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,U-4,116,0,95,196,106,171
P-202,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U-1,52,262,0,99,302,109
P-206,U-3,0,269,60,60,316,101
P-207,U-3,0,224,0,70,269,95
P-208,U-1,99,227,0,188,277,102
P-209,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U-5,0,205,0,96,300,81
P-212,U-3,0,71,0,105,145,48
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U-3,148,0,154,206,81,215
P-215,U-5,109,0,192,196,89,272
P-216,U-5,196,0,192,240,64,275
P-217,U-6,96,204,208,174,278,280
P-218,U-4,0,181,159,90,258,218
P-219,U-6,96,104,181,190,165,257
P-220,U-4,64,0,65,108,104,136
P-221,U-3,90,172,195,158,216,244
P-222,U-6,0,0,243,88,73,284
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U-6,96,98,119,164,197,175
P-225,NONE,-1,-1,-1,-1,-1,-1
P-226,U-3,105,142,0,165,214,74
P-227,NONE,-1,-1,-1,-1,-1,-1
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-230,U-1,171,179,0,217,227,86
P-231,NONE,-1,-1,-1,-1,-1,-1
P-232,U-3,105,230,74,172,314,121
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U-3,105,214,0,196,270,56
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U-6,190,104,181,240,173,283
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,U-2,106,0,0,207,88,65
P-241,NONE,-1,-1,-1,-1,-1,-1
P-242,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,NONE,-1,-1,-1,-1,-1,-1
P-247,U-4,0,106,120,98,168,199
P-248,U-4,0,164,0,77,231,52
P-249,NONE,-1,-1,-1,-1,-1,-1
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U-5,193,205,0,241,315,95
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U-6,96,0,0,160,98,96
P-256,NONE,-1,-1,-1,-1,-1,-1
P-257,NONE,-1,-1,-1,-1,-1,-1
P-258,U-4,116,121,0,187,176,82
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,NONE,-1,-1,-1,-1,-1,-1
P-261,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-264,U-6,0,192,161,60,260,269
P-265,U-3,196,214,0,243,274,58
P-266,U-3,105,142,74,166,230,127
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-269,NONE,-1,-1,-1,-1,-1,-1
P-270,U-3,185,71,102,237,141,149
P-271,U-1,183,0,0,224,44,92
P-272,U-4,0,106,199,75,170,239
P-273,U-6,0,171,78,85,250,149
P-274,U-5,0,110,110,75,198,220
P-275,U-3,166,142,184,240,219,229
P-276,NONE,-1,-1,-1,-1,-1,-1
P-277,U-5,0,198,176,54,306,281
P-278,NONE,-1,-1,-1,-1,-1,-1
P-279,NONE,-1,-1,-1,-1,-1,-1
P-280,U-3,0,109,154,90,170,207
P-281,NONE,-1,-1,-1,-1,-1,-1
P-282,U-6,96,184,0,203,276,54
P-283,U-5,0,198,110,100,295,176
P-284,U-6,174,204,208,244,314,260
P-285,U-6,0,84,161,81,192,215
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-288,U-2,146,181,0,207,282,94
P-289,NONE,-1,-1,-1,-1,-1,-1
P-290,NONE,-1,-1,-1,-1,-1,-1
P-291,U-1,0,0,100,74,81,140
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,U-3,0,0,105,49,109,174
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,U-5,88,96,103,191,197,171
P-298,NONE,-1,-1,-1,-1,-1,-1
P-299,U-6,0,84,0,83,171,80
P-300,U-5,96,205,0,193,274,101
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-304,U-3,105,71,59,156,139,148
P-305,U-3,191,230,181,244,288,244
P-306,NONE,-1,-1,-1,-1,-1,-1
P-307,U-2,106,0,65,149,82,161
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-310,U-3,172,230,74,237,289,117
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,U-2,106,181,96,196,278,152
P-313,U-4,143,258,159,234,312,213
P-314,NONE,-1,-1,-1,-1,-1,-1
P-315,NONE,-1,-1,-1,-1,-1,-1
P-316,U-2,0,0,83,105,103,154
P-317,NONE,-1,-1,-1,-1,-1,-1
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,U-5,192,96,171,240,198,272
P-320,U-4,0,0,0,64,53,57
P-321,NONE,-1,-1,-1,-1,-1,-1
P-322,NONE,-1,-1,-1,-1,-1,-1
P-323,U-1,99,129,0,171,227,97
P-324,U-6,96,275,63,164,315,104
P-325,NONE,-1,-1,-1,-1,-1,-1
P-326,U-4,0,231,0,84,282,45
P-327,U-4,186,170,95,244,266,139
P-328,NONE,-1,-1,-1,-1,-1,-1
P-329,U-6,0,251,92,94,316,150
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,NONE,-1,-1,-1,-1,-1,-1
P-332,NONE,-1,-1,-1,-1,-1,-1
P-333,U-5,100,198,201,200,283,273
P-334,NONE,-1,-1,-1,-1,-1,-1
P-335,U-4,116,0,0,207,57,95
P-336,U-1,0,189,85,49,257,157
P-337,NONE,-1,-1,-1,-1,-1,-1
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,NONE,-1,-1,-1,-1,-1,-1
P-342,NONE,-1,-1,-1,-1,-1,-1
P-343,U-1,99,62,0,206,129,77
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,U-6,200,98,0,243,176,47
P-346,U-5,0,110,0,83,205,110
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-350,U-3,127,0,0,212,60,69
P-351,NONE,-1,-1,-1,-1,-1,-1
P-352,U-3,0,272,105,89,315,171
P-353,U-3,0,209,162,66,270,232
P-354,NONE,-1,-1,-1,-1,-1,-1
P-355,U-1,52,189,110,97,249,162
P-356,U-5,0,0,176,77,99,271
P-357,U-6,203,184,0,243,242,56
P-358,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-360,U-3,56,0,175,136,76,228
P-361,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-363,U-4,116,176,0,183,248,79
P-364,NONE,-1,-1,-1,-1,-1,-1
P-365,U-5,0,0,0,88,110,95
P-366,U-3,0,0,0,56,71,105
P-367,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-371,NONE,-1,-1,-1,-1,-1,-1
P-372,NONE,-1,-1,-1,-1,-1,-1
P-373,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-378,U-4,183,176,0,242,229,89
P-379,NONE,-1,-1,-1,-1,-1,-1
P-380,U-6,203,242,0,244,298,62
P-381,NONE,-1,-1,-1,-1,-1,-1
P-382,U-1,99,0,103,201,106,146
P-383,NONE,-1,-1,-1,-1,-1,-1
P-384,NONE,-1,-1,-1,-1,-1,-1
P-385,U-6,96,0,245,160,48,285
P-386,NONE,-1,-1,-1,-1,-1,-1
P-387,U-3,63,145,0,105,192,96
P-388,U-1,0,100,0,99,189,97
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-391,U-2,149,0,65,214,87,138
P-392,NONE,-1,-1,-1,-1,-1,-1
P-393,U-4,197,57,0,241,104,65
P-394,U-5,0,0,95,109,90,176
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,U-2,0,195,98,102,304,140
P-397,NONE,-1,-1,-1,-1,-1,-1
P-398,U-1,0,189,0,52,292,85
P-399,NONE,-1,-1,-1,-1,-1,-1
P-400,U-4,186,266,95,238,316,159
